Gene ID	ERR2619174	ERR2619175	ERR2619176	ERR2619177	ERR2619178	ERR2619179	ERR2619180	ERR2619181	ERR2619182	ERR2619183	ERR2619184	ERR2619185	ERR2619186	ERR2619187	ERR2619188	ERR2619189	ERR2619190	ERR2619191
ENSG00000140527	3	2	3	4	0	0	2	2	2	3	2	0	0	9	3	5	1	1
ENSG00000140534	2010	2195	2204	2081	1268	1192	928	822	1481	1494	1786	1855	0	0	2	0	7	7
ENSG00000140538	0	1	0	5	1	0	1	0	1	0	0	0	0	8	9	5	3	3
ENSG00000140543	228	231	282	278	142	180	144	117	164	159	273	256	38	121	78	112	102	89
ENSG00000140545	617	672	762	742	388	399	329	295	1645	1624	1804	1881	3296	2155	4045	2039	2172	1588
ENSG00000140548	1763	1914	1905	1916	855	857	574	592	914	862	1165	1107	557	390	517	380	697	572
ENSG00000140553	2157	2348	1676	1689	2256	2192	1560	1547	1804	1912	1354	1413	1449	1219	1788	1630	1712	1525
ENSG00000140557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1
ENSG00000140563	92	111	82	83	299	283	271	238	0	0	0	0	167	48	25	118	67	14
ENSG00000140564	16691	18552	8869	8875	7300	5204	4710	4548	29332	29519	12157	13462	12188	10769	13973	13587	14477	14357
ENSG00000140575	4369	4816	2624	2465	4442	4472	2797	2624	5504	5547	2291	2412	1050	1935	1383	2314	3244	2201
ENSG00000140577	633	693	883	843	832	816	654	534	636	613	1150	1108	828	634	889	897	1004	874
ENSG00000140598	929	1068	953	930	702	681	540	454	626	624	817	850	915	587	1130	853	762	812
ENSG00000140600	0	2	0	0	0	0	2	0	1	1	0	1	0	0	0	0	2	3
ENSG00000140612	4639	5483	5051	4794	4565	4297	3174	3067	4578	4453	3843	3960	3172	3505	4237	3608	3745	3469
ENSG00000140623	0	0	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0
ENSG00000140632	4227	4674	4944	4807	4877	4429	3268	3146	4995	4977	4397	4489	3220	2336	3776	3498	3380	3269
ENSG00000140650	910	1004	868	904	2443	2276	1887	1726	961	889	871	780	806	906	1260	1113	934	1060
ENSG00000140675	5	2	3	3	19	42	25	25	2	3	2	1	7	18	3	10	6	4
ENSG00000140678	2	2	0	0	4	3	10	7	2	5	8	6	196	309	73	1082	1424	806
ENSG00000140682	16	16	3	3	73	77	31	25	213	228	6	8	31	73	69	37	145	24
ENSG00000140688	947	1030	955	888	1317	1482	1375	1331	735	690	995	1059	1455	988	1505	1393	1254	1404
ENSG00000140691	518	637	722	700	977	923	610	587	320	336	312	325	386	346	427	586	635	608
ENSG00000140694	1786	2043	1558	1563	2908	2780	1885	1811	1288	1194	1063	1069	1226	854	1337	1281	1299	1281
ENSG00000140718	767	869	726	737	1891	1809	1670	1594	817	721	778	870	634	623	720	683	761	711
ENSG00000140740	4429	4935	4984	4727	12385	11543	10609	9931	3069	2900	3631	3423	6892	6536	8843	8239	7505	8357
ENSG00000140743	2339	2584	1826	1872	4633	4372	3793	3469	1785	1831	1484	1497	2262	1986	2728	2069	2266	2070
ENSG00000140749	5	3	5	1	1	2	2	0	1	3	3	1	65	181	25	447	839	476
ENSG00000140750	1996	2244	1990	1895	3469	3386	2438	2248	1315	1294	1139	1166	968	643	1093	985	1110	1042
ENSG00000140795	41	45	16	23	19	13	6	7	203	162	45	37	15	22	22	11	12	17
ENSG00000140798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000140807	868	990	607	604	11276	7651	9030	8762	219	282	101	134	39	20	16	20	30	15
ENSG00000140829	1990	2291	2106	1943	3201	2947	2039	1839	2978	2976	2649	2608	1353	1006	1745	1365	1511	1364
ENSG00000140830	602	662	634	593	629	649	520	460	926	858	983	909	557	561	726	772	639	703
ENSG00000140832	853	993	1021	993	358	341	246	215	61	55	86	75	963	836	1101	997	877	877
ENSG00000140835	0	1	0	1	0	0	0	0	0	0	0	0	42	58	53	46	120	17
ENSG00000140836	542	641	766	701	1230	1150	680	610	586	602	621	684	597	236	523	506	682	556
ENSG00000140839	1	0	0	0	2	1	1	1	8	4	7	13	0	0	0	1	4	0
ENSG00000140848	613	701	370	375	185	190	120	123	899	901	520	545	523	729	860	646	778	428
ENSG00000140853	2	1	1	0	161	127	155	124	6	7	6	7	241	362	216	317	284	178
ENSG00000140854	834	956	652	660	1226	1072	946	911	951	948	878	857	534	454	619	596	465	489
ENSG00000140859	1522	1739	502	519	1620	1584	959	994	2458	2493	917	1017	1061	1460	1638	1245	1602	1230
ENSG00000140873	3	4	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000140876	25	30	43	44	155	142	106	124	53	42	110	94	755	634	927	989	664	913
ENSG00000140905	3190	3450	4688	4506	4093	3636	2870	2682	3143	2928	4748	4345	2084	1906	3002	1957	1812	2714
ENSG00000140931	2643	3013	1674	1644	1703	1609	1057	1044	2174	1939	1956	2081	48	395	132	154	668	260
ENSG00000140932	0	0	0	0	0	0	0	0	1	4	3	3	0	5	3	1	2	0
ENSG00000140937	14	8	1	0	0	0	0	0	0	0	0	0	6	86	6	97	435	13
ENSG00000140939	169	208	177	177	130	137	145	144	140	131	252	256	711	866	698	628	815	595
ENSG00000140941	2946	3272	1669	1555	4101	4447	4181	4164	4648	4781	4484	4218	2577	2457	4272	2741	3187	2733
ENSG00000140943	3018	3319	2897	2815	6206	6007	4397	4327	4797	4751	3817	3974	3657	3269	4241	3656	3618	3433
ENSG00000140945	0	1	1	1	3	2	0	1	1	0	1	0	15	338	26	91	367	25
ENSG00000140948	1538	1874	2495	2246	3218	3155	2375	2032	1282	1278	2145	2293	2221	1057	1631	1231	1715	1580
ENSG00000140950	216	209	170	188	694	708	527	497	374	395	326	321	183	260	188	189	286	141
ENSG00000140955	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000140961	202	227	346	362	1499	1100	943	967	445	385	403	400	2998	2666	1903	2493	2277	1727
ENSG00000140968	85	79	233	259	0	0	0	0	106	116	200	240	76	248	92	257	662	304
ENSG00000140983	2072	2365	2096	2020	2431	2300	1675	1663	2093	2135	1854	2021	1440	1364	1799	1511	1679	1414
ENSG00000140986	2	3	3	3	27	27	19	21	3	8	11	7	9	20	10	6	3	3
ENSG00000140987	55	68	58	65	58	51	38	40	60	66	52	61	64	23	113	77	84	61
ENSG00000140988	34466	36684	42386	42281	62197	58552	52151	51008	60028	60199	72814	67948	9107	13431	18452	12132	16024	16402
ENSG00000140990	1568	1723	1990	1972	2505	2244	1839	1845	1647	1664	1515	1557	2462	2103	2760	2244	2284	2363
ENSG00000140992	1403	1603	1881	1763	3743	4157	2683	2676	1511	1400	1405	1438	2098	1789	2509	2339	2305	2184
ENSG00000140993	50	73	70	62	17	8	7	4	43	41	38	45	10	2	14	18	27	14
ENSG00000140995	1031	1142	1054	912	2471	2274	1569	1629	2144	2118	1836	1840	1038	998	1252	1243	1320	1055
ENSG00000141002	2036	2239	2131	2125	3145	3011	2586	2240	3372	3221	2853	2843	2844	2221	3479	3036	2916	3092
ENSG00000141012	426	451	309	287	826	783	797	757	1071	1022	599	678	497	415	691	774	571	704
ENSG00000141013	247	291	254	206	498	474	317	266	448	450	319	341	614	654	903	608	748	654
ENSG00000141026	839	887	670	690	841	822	550	555	694	622	624	643	958	772	1487	700	569	717
ENSG00000141027	5464	5963	6884	6442	5384	4894	3284	3027	5318	5208	4850	5219	4113	2322	4780	4183	3767	4480
ENSG00000141028	6	3	2	1	7	5	2	5	1	2	2	2	0	0	2	0	0	4
ENSG00000141030	4121	4704	3446	3452	2924	2749	2104	1959	4425	4378	3677	3328	1065	1202	1673	1280	1146	1137
ENSG00000141034	326	339	384	353	529	522	429	457	465	432	535	558	620	456	626	478	591	557
ENSG00000141040	128	150	169	117	0	0	0	0	0	0	0	0	2	18	0	4	34	8
ENSG00000141052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000141068	391	419	392	386	773	763	496	448	440	409	345	406	171	209	277	232	294	208
ENSG00000141076	2549	2782	2340	2332	3013	2526	2143	1974	3267	3139	2494	2462	789	834	1432	1145	1052	1188
ENSG00000141084	827	932	816	800	1025	1008	704	662	967	1047	840	873	2197	1437	2527	2282	1901	2154
ENSG00000141086	0	1	1	0	0	2	1	1	2	3	0	0	2	0	0	1	0	0
ENSG00000141096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141098	546	663	484	441	736	636	492	470	750	756	588	561	2024	1904	2161	1778	1721	1832
ENSG00000141101	1618	1783	1918	1791	3207	3032	2690	2601	2360	2434	2771	2676	558	552	963	881	860	888
ENSG00000141127	1545	1701	1570	1662	1432	1350	1152	1116	1488	1409	1422	1348	1027	772	1048	1046	822	882
ENSG00000141161	0	0	0	0	1	0	0	1	1	1	0	1	0	16	1	0	2	0
ENSG00000141179	513	563	1174	1196	1710	1792	1254	1158	714	639	920	833	1572	1495	1670	1644	1848	1621
ENSG00000141194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141198	1270	1377	1170	1142	1449	1461	1049	1051	352	359	311	306	2646	2767	4057	3150	2692	2661
ENSG00000141200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141219	1540	1702	1673	1569	1612	1633	1350	1262	1124	1125	870	894	622	591	710	572	643	629
ENSG00000141232	1577	1719	2848	2758	4172	4199	3532	3189	1345	1257	1780	1694	2873	2000	2609	3325	2948	3123
ENSG00000141252	1442	1605	1579	1450	1274	1245	872	869	1671	1660	1573	1538	1080	738	1088	1070	1227	1131
ENSG00000141255	1	0	0	0	0	0	0	0	1	1	0	2	8	0	0	0	0	1
ENSG00000141258	1746	2088	1881	1687	1474	1443	949	888	1503	1456	1155	1238	1241	777	1288	730	742	730
ENSG00000141279	3707	4029	3937	3588	5266	4749	4556	4143	2169	2092	1787	1842	1186	1124	1434	1483	1801	1256
ENSG00000141293	2	2	2	1	0	0	1	0	2	2	0	1	1134	926	802	966	599	485
ENSG00000141294	46	44	37	25	14	17	9	13	54	48	25	34	1	15	8	9	12	9
ENSG00000141295	244	277	389	374	360	414	268	232	287	261	555	503	997	788	784	827	1038	750
ENSG00000141298	710	768	800	719	761	799	540	537	913	883	670	683	376	387	417	420	528	364
ENSG00000141314	4	4	3	2	3	3	3	1	17	25	5	18	0	12	0	0	2	0
ENSG00000141316	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000141337	205	191	263	298	313	295	249	247	125	108	225	207	212	103	149	145	147	141
ENSG00000141338	2	3	3	2	4	6	7	5	9	8	6	9	2174	1611	1904	2167	1550	1658
ENSG00000141349	1226	1200	1343	1377	2465	2267	1890	1778	998	1027	879	767	232	246	283	410	512	391
ENSG00000141367	23035	25239	23048	21367	26561	24088	21756	19475	14925	13768	13254	13625	11001	8381	11561	12718	14851	14045
ENSG00000141371	0	0	0	0	0	0	0	1	1	0	0	4	0	0	4	0	0	0
ENSG00000141376	550	550	619	667	563	555	391	397	585	495	684	678	477	408	414	521	525	479
ENSG00000141378	1337	1464	1296	1278	1342	1179	1174	1080	833	761	712	646	788	855	1269	931	738	857
ENSG00000141380	2200	2475	1545	1473	2509	2331	1529	1429	2099	2180	1645	1629	1804	1703	1840	2045	2119	1773
ENSG00000141384	132	133	182	196	246	225	206	160	12	17	9	7	11	33	17	30	40	16
ENSG00000141385	1718	1824	2102	2082	3677	3383	2451	2188	4734	4647	5493	5000	2662	2178	3594	3103	2724	2956
ENSG00000141391	49	54	49	64	181	207	168	179	213	196	154	156	0	5	12	9	27	10
ENSG00000141401	612	672	817	786	2169	1995	1615	1489	2182	2100	1808	1803	574	697	624	643	816	624
ENSG00000141404	47	51	77	89	36	44	41	39	179	194	356	319	42	78	28	50	127	44
ENSG00000141424	2308	2436	1610	1433	2665	2692	2016	1887	2299	2271	1922	2029	1050	876	1126	1275	1339	994
ENSG00000141425	5443	6169	5626	5038	3531	3381	3382	3183	3893	3809	4580	4670	1601	1949	2781	2019	1708	1795
ENSG00000141428	476	554	464	455	581	612	411	399	388	364	384	367	237	341	327	316	303	321
ENSG00000141429	8099	8680	6099	5752	6051	5839	4496	4000	6285	6130	4475	4419	3094	3514	4144	4146	3789	3433
ENSG00000141431	71	73	14	23	0	0	0	0	0	0	0	0	27	64	27	65	54	49
ENSG00000141433	0	0	0	0	0	0	0	0	31	44	85	85	0	0	0	2	1	0
ENSG00000141434	0	0	0	0	1	0	3	0	0	1	2	0	31	3	10	29	6	21
ENSG00000141437	0	0	0	0	0	0	0	0	0	0	0	0	14	3	10	2	4	7
ENSG00000141441	582	599	284	279	262	251	218	205	276	231	238	217	363	337	596	570	436	409
ENSG00000141446	1056	1140	1111	990	1348	1368	1111	1004	1288	1277	1584	1619	546	741	710	645	625	562
ENSG00000141447	1093	1276	1581	1552	7	6	2	1	172	160	360	377	987	947	753	934	1012	852
ENSG00000141448	600	645	749	678	464	354	161	138	2828	3000	1602	1828	824	763	716	549	856	636
ENSG00000141449	179	216	145	150	56	65	35	32	2315	2261	1399	1519	294	263	627	321	239	310
ENSG00000141452	631	656	497	469	825	770	543	523	759	739	533	538	1370	1181	1585	1508	1109	1235
ENSG00000141456	5054	5681	4821	4747	4014	3566	2773	2658	4642	4796	3971	3895	605	519	884	833	880	910
ENSG00000141458	1880	2232	2403	2296	5557	5438	5028	4894	2806	2346	3066	3260	1543	1002	1946	2323	1868	1873
ENSG00000141469	0	0	0	0	0	0	0	0	0	1	0	2	0	12	0	0	7	0
ENSG00000141480	1650	1913	1648	1632	1895	1708	1246	1158	1326	1345	1096	1107	547	951	860	1124	1834	1446
ENSG00000141485	42	61	112	102	5822	6878	6988	6347	1718	1287	7130	7309	2219	2384	1341	3388	5041	4968
ENSG00000141497	77	96	75	72	63	53	55	59	9	8	35	36	93	97	111	192	182	167
ENSG00000141499	971	1146	841	830	854	717	548	532	1044	1090	615	567	80	62	99	114	126	125
ENSG00000141503	3745	4210	4507	4132	3333	3223	2301	2177	4096	3930	3902	4253	2156	1906	2710	2752	2852	2186
ENSG00000141504	0	1	0	0	2413	2097	1614	1483	1577	1577	3264	3589	2765	1970	2623	2593	2242	1955
ENSG00000141505	6460	7172	9513	9220	13018	12818	15084	14837	1572	1392	5705	5374	13010	11994	14603	13747	11162	12057
ENSG00000141506	1	1	1	2	0	0	1	0	0	0	1	0	25	406	49	480	954	676
ENSG00000141510	114	149	93	80	2180	2129	1524	1474	5451	5481	4341	4211	1226	983	1580	1380	1418	1378
ENSG00000141519	135	169	127	119	119	98	83	77	50	35	25	32	55	44	40	75	144	49
ENSG00000141522	7910	8428	6738	6756	9966	8532	6607	6278	5612	5774	4550	4358	5592	5235	7858	4968	7031	5820
ENSG00000141524	3976	4477	4374	3964	2201	2147	2102	2083	1331	1360	946	925	60	228	60	249	414	250
ENSG00000141526	3831	4293	2339	2124	17703	15633	23332	23965	2429	2248	4993	5118	99	691	112	418	850	548
ENSG00000141527	12	17	8	9	7	7	6	9	9	8	15	11	4	7	4	27	19	11
ENSG00000141540	22	26	21	20	41	36	21	23	10	14	24	16	30	76	35	139	228	137
ENSG00000141542	179	175	187	203	493	467	325	301	36	55	59	65	400	258	323	415	404	352
ENSG00000141543	3300	3588	3227	3211	6442	5552	4718	4516	3690	3826	2910	2721	891	1054	1189	1136	1455	1183
ENSG00000141551	4757	5335	3990	3784	5158	4845	4066	3909	4402	4265	3532	3838	2741	2339	3713	3137	3167	2817
ENSG00000141552	1686	1894	1660	1690	1480	1434	1415	1384	1610	1645	1441	1340	1407	1508	1478	1219	1281	1144
ENSG00000141556	749	888	861	862	3217	2920	2021	1905	768	782	930	1004	2585	1570	2743	2283	1922	2312
ENSG00000141560	702	745	718	725	1970	1970	1332	1299	865	841	932	950	874	407	592	779	530	451
ENSG00000141562	1915	2015	1823	1688	2042	1860	1830	1748	1364	1369	1164	1366	964	1124	912	738	845	631
ENSG00000141564	2558	2679	2826	2700	3362	3177	2146	2000	1436	1401	1354	1213	827	553	910	1044	1089	1049
ENSG00000141568	3540	3680	3602	3497	8399	7633	5854	5623	2729	2631	2376	2321	998	853	1317	1082	1282	1082
ENSG00000141569	854	940	1088	982	1166	1102	863	899	396	310	359	353	411	541	460	463	644	407
ENSG00000141570	486	508	423	434	541	538	564	485	413	416	408	388	107	153	137	125	176	123
ENSG00000141574	138	158	130	115	429	299	273	295	72	57	191	226	108	45	26	108	291	208
ENSG00000141576	2182	2347	4223	4144	42	59	27	22	374	430	1045	986	677	276	112	560	429	99
ENSG00000141577	1009	1091	875	839	1270	1246	782	683	488	523	379	402	117	87	111	96	136	102
ENSG00000141579	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSG00000141580	2477	2760	2182	2148	5684	5233	5604	5290	3048	3058	2774	2698	2189	1997	3114	2592	2698	2363
ENSG00000141582	2697	3116	2212	2126	2378	2298	2321	2229	1534	1668	1241	1407	676	563	556	589	990	716
ENSG00000141622	2	3	1	3	0	1	1	1	1	4	2	1	93	76	29	17	49	30
ENSG00000141627	1175	1343	1533	1416	1730	1771	1736	1617	885	826	1085	1134	1067	844	1158	1239	1153	1027
ENSG00000141639	2	0	3	1	1	0	0	0	378	318	589	668	28	8	13	25	16	6
ENSG00000141642	180	198	187	204	157	186	112	92	149	151	150	165	363	197	381	321	265	294
ENSG00000141644	1440	1624	1590	1396	1503	1322	959	908	1925	1862	1520	1544	1267	1156	1578	1512	1404	1209
ENSG00000141646	2090	2374	2017	1795	1898	1832	1675	1507	2192	2196	1673	1852	2269	1753	2584	2204	2081	2189
ENSG00000141655	134	157	122	97	639	433	469	477	28	36	34	30	87	97	28	94	272	60
ENSG00000141664	1147	1259	1407	1331	4360	3300	3065	2847	399	384	611	663	856	870	919	1280	1251	1059
ENSG00000141665	4	4	4	5	2	4	3	2	6	4	7	3	26	0	11	12	14	11
ENSG00000141668	130	126	10	14	0	1	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000141682	3	6	0	0	123	153	77	97	13	8	7	6	7	27	9	29	41	15
ENSG00000141696	3583	3970	3899	3929	2825	2862	2410	2331	1084	1117	833	904	166	230	183	163	304	159
ENSG00000141698	1696	1953	1558	1500	2677	2592	2076	2034	1123	1184	955	973	1233	1353	1781	1380	1102	984
ENSG00000141699	1298	1496	1565	1437	1987	2017	1609	1604	1007	899	955	1022	3103	1743	2432	2565	2213	2249
ENSG00000141736	2783	2952	1524	1503	5410	4831	4004	3893	2560	2442	2833	3128	8943	5239	10200	8363	7191	8160
ENSG00000141738	1121	1234	974	925	2865	2759	1912	1839	350	327	314	311	155	152	227	134	196	142
ENSG00000141741	986	1048	875	873	1419	1317	1009	1015	596	625	391	382	758	850	1184	927	836	795
ENSG00000141744	2	5	2	2	0	2	2	3	1	2	2	1	25	8	7	6	8	4
ENSG00000141748	1	1	0	0	0	2	0	0	1	2	0	0	0	6	0	1	0	0
ENSG00000141750	7	9	12	2	9	3	8	3	4	5	1	3	1	0	2	27	95	24
ENSG00000141753	274	304	617	602	2551	2131	2198	2239	1263	1286	757	774	26863	22683	19861	17404	24079	22646
ENSG00000141756	8274	9277	8616	8225	7854	8485	7883	7440	4394	4604	3818	3960	19	219	27	124	533	48
ENSG00000141759	2820	3062	2897	2750	4214	4098	3140	2957	2601	2723	2343	2147	1539	1420	2060	1518	1473	1798
ENSG00000141837	1	2	0	0	0	0	0	0	3	2	6	1	0	2	4	7	16	2
ENSG00000141854	46	56	29	24	433	360	224	236	14	19	9	11	438	382	493	447	490	408
ENSG00000141858	3551	3892	2651	2610	2421	2058	2010	1883	1464	1500	1052	1252	464	549	625	569	824	627
ENSG00000141867	5687	6462	5131	5039	3860	3548	2968	2815	3922	3920	3607	3773	1632	1180	1686	1729	2140	1650
ENSG00000141873	1446	1596	1370	1389	992	889	711	660	966	956	713	694	640	544	709	693	655	675
ENSG00000141905	3775	4137	2821	2816	1478	1323	896	848	178	205	174	151	8748	4913	7591	6843	7497	7517
ENSG00000141933	144	159	173	147	142	162	99	110	139	120	93	119	571	737	666	627	527	526
ENSG00000141934	57	60	83	86	2	5	2	3	7	8	5	5	25	21	23	33	110	22
ENSG00000141946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141956	651	801	750	628	413	384	238	261	281	297	247	294	94	114	166	159	159	166
ENSG00000141959	3517	3918	4659	4414	6381	6374	5766	5676	3147	3251	6325	6155	8413	4165	6777	7099	5445	6084
ENSG00000141965	383	430	438	459	170	139	126	113	248	255	230	225	116	107	111	115	145	101
ENSG00000141968	2	9	1	4	3	2	2	0	8	2	2	4	34	152	19	68	305	188
ENSG00000141971	930	1019	918	987	851	823	652	643	506	538	481	492	433	461	667	549	526	528
ENSG00000141977	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000141979	2	1	0	2	2	1	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000141985	7023	7635	6893	6788	4710	4145	3571	3386	5062	5078	4288	4043	1437	1260	1980	1598	1995	1568
ENSG00000141994	1782	1869	1705	1674	839	663	647	604	873	898	954	973	384	346	596	535	322	376
ENSG00000142002	6076	7066	7634	7287	4093	3837	2689	2578	4126	4005	3528	3639	3303	2644	4044	4046	4179	3670
ENSG00000142025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142039	1583	1733	1820	1856	1133	1089	779	779	1399	1350	1408	1458	425	344	485	454	549	423
ENSG00000142046	52	44	49	35	79	75	103	82	31	36	32	25	33	15	26	59	80	40
ENSG00000142065	289	364	449	404	256	262	230	186	197	199	269	279	142	102	167	126	197	159
ENSG00000142082	602	684	634	576	575	587	527	420	223	248	308	305	742	493	736	723	629	749
ENSG00000142089	7268	8077	3680	3700	3925	3804	3279	3432	825	785	335	405	21412	21384	21083	20104	17008	16009
ENSG00000142102	1285	1500	1158	995	191	245	155	137	316	306	272	346	774	891	714	764	667	329
ENSG00000142149	360	417	738	656	238	233	98	108	353	361	353	374	68	43	61	73	75	69
ENSG00000142156	14	22	30	24	193	221	177	161	493	455	859	896	1554	3913	790	3109	8460	1940
ENSG00000142163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142166	3006	3355	3016	2790	2258	2132	1739	1567	1565	1465	1479	1667	5022	3527	5133	4608	3763	3938
ENSG00000142168	5039	5574	6141	5995	8387	7860	6058	6076	4276	4513	3650	3614	14973	12777	17049	14786	11415	14535
ENSG00000142173	34	31	96	70	14	11	12	7	11	5	16	7	189	4493	147	1924	8375	1406
ENSG00000142178	492	512	285	266	29	30	24	19	1	3	0	2	32	2	2	16	7	2
ENSG00000142182	0	2	0	1	4	4	1	4	3	1	5	4	195	91	119	110	50	81
ENSG00000142185	2	4	5	1	10	7	2	4	190	199	171	152	5	60	14	68	351	122
ENSG00000142186	3246	3396	3061	3040	4500	4180	3631	3580	3153	3028	2918	2871	2909	2507	3231	2959	2861	2836
ENSG00000142188	564	684	644	595	1132	947	756	708	637	613	515	535	794	1036	656	624	872	689
ENSG00000142192	48493	53521	32058	31423	10219	9655	9566	9369	17884	16911	9299	9978	16373	14995	21538	16157	23066	21681
ENSG00000142197	1730	1893	3376	3230	392	412	332	274	432	397	800	889	1574	923	1753	1523	1851	1854
ENSG00000142207	2594	2861	2673	2551	2232	2105	1555	1410	1863	1910	1951	1855	912	728	1037	1022	914	1243
ENSG00000142208	3097	3584	2845	2754	5665	5448	3643	3596	2600	2600	1868	1897	4750	4610	4633	4780	4751	4284
ENSG00000142224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142227	7	9	4	5	106	93	29	31	249	255	76	50	90	279	114	251	487	239
ENSG00000142230	9745	10514	8117	7975	9165	8742	5498	5242	10701	10864	8626	8242	1792	1756	2245	2063	2201	1685
ENSG00000142233	0	1	0	0	0	1	0	0	2	0	5	3	2	3	0	13	1	9
ENSG00000142235	1	2	0	0	309	272	214	195	11	14	12	14	20	31	10	13	96	10
ENSG00000142252	1000	1095	994	876	699	592	597	594	980	964	721	629	527	425	588	388	432	391
ENSG00000142273	330	413	373	378	109	103	93	76	20	37	25	22	959	653	1026	773	643	645
ENSG00000142279	782	809	246	236	455	487	244	246	484	524	62	71	29	83	57	42	84	35
ENSG00000142303	146	151	54	50	6	3	8	5	7	4	14	10	109	378	136	50	249	58
ENSG00000142319	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0
ENSG00000142327	1814	2015	1789	1644	2625	2509	2022	2079	962	878	814	823	4575	3461	4431	3705	3886	4048
ENSG00000142330	478	567	506	415	900	894	702	625	566	570	475	555	361	409	447	361	410	399
ENSG00000142347	13	11	3	9	22	25	18	13	17	13	12	17	70	350	74	372	612	349
ENSG00000142396	544	652	655	552	405	373	252	232	531	555	442	457	198	362	348	273	269	232
ENSG00000142405	7	7	11	8	8	9	11	11	5	6	9	18	14	27	17	34	21	36
ENSG00000142408	8	11	6	9	16	12	15	4	5	12	6	9	9	16	6	7	37	11
ENSG00000142409	4328	4887	4732	4844	2869	2482	1982	1962	3574	3486	3365	3206	1312	1317	1386	1241	1377	1230
ENSG00000142444	549	608	588	492	525	530	426	389	586	514	460	528	315	279	435	371	394	337
ENSG00000142449	3111	3865	2310	1974	0	1	4	8	263	265	440	496	20	4	0	4	4	0
ENSG00000142453	3397	3820	3213	3362	3872	3372	2701	2631	2116	2081	2164	2124	1063	1039	1405	1305	1384	1139
ENSG00000142459	515	692	568	568	189	235	178	150	581	521	448	429	427	317	409	353	441	277
ENSG00000142484	1027	1203	1319	1300	1784	2043	2270	2315	1237	986	1776	1705	972	877	1053	1267	1058	1075
ENSG00000142494	1492	1658	3609	3374	3392	3180	2321	2259	1091	1036	2402	2492	2920	1500	2602	2915	2542	2814
ENSG00000142507	4494	4908	4286	4378	4401	3917	3370	3505	6793	6750	5028	4665	1810	1956	2577	1857	1825	2081
ENSG00000142511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142512	6	10	6	7	6	2	6	1	5	9	9	9	9	26	3	7	250	36
ENSG00000142513	7	3	19	26	5	6	3	2	3	6	6	6	0	0	1	0	1	0
ENSG00000142515	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000142528	1228	1407	1226	1167	664	619	475	436	967	966	860	917	165	204	279	233	284	208
ENSG00000142530	0	0	0	0	0	0	0	0	23	21	48	51	57	43	100	58	36	65
ENSG00000142534	29095	31685	33806	34069	24324	23539	24921	25761	25801	25937	27595	25799	11099	13135	15849	11918	12343	12020
ENSG00000142538	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000142539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142541	40700	44894	54190	53892	53948	51986	59022	59029	42470	42233	53621	50623	18969	21818	29301	23384	23323	24671
ENSG00000142544	367	367	355	330	262	244	192	210	258	224	208	220	174	204	298	196	205	189
ENSG00000142546	1784	1996	1601	1602	1448	1330	1096	1106	1832	1917	1444	1327	536	564	834	631	739	664
ENSG00000142549	1	4	1	5	9	4	90	88	1	0	1	3	3	6	0	2	5	1
ENSG00000142552	134	165	281	206	154	117	94	93	61	46	93	130	53	289	78	139	418	62
ENSG00000142556	584	642	629	562	1359	1364	1474	1360	516	489	756	701	76	179	146	94	194	105
ENSG00000142583	2	4	1	1	0	2	6	10	0	3	2	4	77	47	4	165	159	138
ENSG00000142599	4748	5395	4086	3584	5052	4629	3530	3264	4232	4287	2836	3105	832	775	757	835	1190	796
ENSG00000142606	4	4	5	2	8	12	6	5	0	0	0	0	2	0	0	4	1	4
ENSG00000142609	8	9	11	10	96	108	90	96	11	13	5	10	7	7	29	11	12	44
